Entity1,Relation,Entity2
fresh air,is a consequence of,being outdoors
relaxation,is a consequence of,being outdoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
stroll,is a prerequisite for,fresh air
television,is a prerequisite for,relaxation
Jill,does not take a stroll,being indoors
Jill,watches TV,being indoors
stroll,"implies being outdoors)
53. (watching TV",implies being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
being outdoors,"implies fresh air)
57. (being indoors",implies ¬fresh air
being outdoors,"implies relaxation)
59. (being indoors",implies ¬relaxation
Jill,takes a stroll,¬being indoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,¬being outdoors
stroll,is a prerequisite for,being outdoors
television,is a prerequisite for,being indoors
Jill,does not take a stroll,being indoors
Jill,watches TV,being indoors
stroll,"implies ¬being indoors)
69. (watching TV",implies being indoors
Jill,takes a stroll,¬being indoors
Jill,watches TV,being indoors
being outdoors,is a prerequisite for,fresh air
being indoors,is a prerequisite for,¬fresh air
being outdoors,is a prerequisite for,relaxation
being indoors,is a prerequisite for,¬relaxation
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,¬being indoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,¬being outdoors
being outdoors,"implies being outdoors)
83. (being indoors",implies being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
being outdoors,is a consequence of,taking a stroll
being indoors,is a consequence of,watching TV
fresh air,is a consequence of,taking a stroll
relaxation,is a consequence of,watching TV
stroll,is a prerequisite for,being outdoors
television,is a prerequisite for,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
being outdoors,"implies being outdoors)
107. (being indoors",implies being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a stroll,being outdoors
Jill,watches TV,being indoors
Jill,takes a walk,fresh air
Jill,experiences relaxation,fresh air
Jill,takes a walk,relaxation
Taking a leisurely stroll,provides,fresh air
Watching TV,does not provide,fresh air
Watching TV,provides,relaxation
Linda,turns off the lights,saves electricity
Linda,uses a generator,incurs a high electricity bill
Turning off the lights,results in,saving electricity
Using a generator,results in,a high electricity bill
Linda,uses,generator
Linda,saves,electricity
generator,leads to,high electricity bill
high electricity bill,is,a cause
Linda,incurs,high electricity bill
Linda,does not,save electricity
Linda,does not,pay a high electricity bill
turning off lights,results in,saving electricity
turning off lights,eliminates,power consumption
generator,relies on,fuel
fuel,incurs,costs
Linda,does not,save electricity
Linda,does not,pay a high electricity bill
Linda,uses,generator
Linda,saves,electricity
turning off lights,is,a separate action
Linda,can,turn off lights
Linda,can,use generator
reading extensively,has,a positive impact
reading extensively,leads to,good grades
good grades,are,an effect
reading,is,a cause
watching television,promotes,restful sleep
watching television,is,a cause
restful sleep,is,an effect
Jill,does not,achieve good grades
Jill,does not,experience sound sleep
Jill,does not,read a lot
Jill,does not,watch television
not reading,leads to,not achieving good grades
not watching,leads to,not experiencing sound sleep
reading,is not,a cause of not watching
watching,is not,a cause of not reading
there is no information,to suggest,Jill must always not read a lot and not watch television
"academic performance)
2. Jill",has,bad grades (academic performance
"sleep)
4. Jill",achieves,poor sleep (sleep
"academic performance)
6. Reading",improves,vocabulary (academic performance
"academic performance)
8. Reading",exposes,information (academic performance
"sleep)
10. Television watching",is a calming activity,relaxation (sleep
"academic performance)
12. Extensive reading",is a factor in,academic success (academic performance
"academic performance)
14. Watching television",can contribute to,poor sleep (sleep
"academic performance)
16. Jill",does not achieve good grades,may not watch television (academic performance
"sleep)
18. Jill",does not experience sound sleep,has various factors (sleep
"academic performance)
20. Television watching",is a necessary condition,for sound sleep (sleep
"academic performance)
22. Lifestyle",influences,academic performance (academic performance
"academic performance)
24. Reading",is a cause,of good grades (academic performance
"sleep)
26. Good grades",are a result,of reading (academic performance
"sleep)
28. Jill",achieves good grades,watches television (academic performance
"academic performance)
30. The relationship between reading and academic performance","is complex (academic performance)
31. The relationship between television watching and sleep quality",is complex (sleep
"academic performance)
33. Jill's sleep quality","is influenced by various factors (sleep)
34. Extensive reading","improves, comprehension (academic performance"
"academic performance)
36. Extensive reading",improves,critical thinking (academic performance
"sleep)
38. The outcome of good grades and sound sleep",is mutually exclusive (academic performance,sleep
academic performance,"sleep)
40. The statement ""at least one of the following must always be true""","implies a universal or necessary condition (academic performance, sleep"
John,studied,test
John,revising,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,possibility,outcome
John,option,outcome
John,possibility,outcome
John,option,test
John,has,test
John,takes,test
test,is contingent upon,revision
revision,leads to,satisfactory score
revision,leads to,unsatisfactory score
test,implies,preparation
preparation,is sufficient for,good grade
preparation,is insufficient for,good grade
institution,requires,test
test,is a means of,assessing knowledge
knowledge,is related to,material
material,is related to,revision
revision,is a prerequisite for,test
John,operates,vehicle
vehicle,is related to,accident
accident,is a consequence of,speeding
speeding,is a reason for,fine
fine,is a consequence of,speeding
law enforcement officer,issues,fine
fine,is a consequence of,speeding
speeding,increases,risk of accident
risk of accident,is related to,reaction time
reaction time,is related to,speed
speed,is related to,distance
distance,is related to,stopping
stopping,is related to,time
time,is related to,reaction
reaction,is related to,driver
driver,is related to,behavior
behavior,is related to,surroundings
surroundings,are related to,traffic
traffic,is related to,rules
rules,are related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
speed,is related to,road
road,is related to,traffic
traffic,is related to,rules
rules,are related to,behavior
behavior,is related to,driver
driver,is related to,actions
actions,are related to,scenario
scenario,is related to,fine
fine,is related to,speed
driver,drives carefully,road conditions
driver,faces penalty,accidents
driver,faces fine,traffic laws
driver,involved in accident,circumstances
driver,receives warning,minor infraction
traffic laws,vary,jurisdictions
consequences,severe,speeding
fines,points,driver's license
insurance companies,increase premiums,speeding
speeding,reckless driving,consequences
driver,speeds,road conditions
driver,drives carefully,road safety
driver,prioritizes road safety,speed limit
driver,speeds,intention
driver,saves time,road conditions
driver,takes advantage,road conditions
speeding,increases risk,accidents
accidents,have consequences,injuries
accidents,have consequences,fatalities
accidents,have consequences,property damage
driver,drives carefully,follows traffic rules
driver,drives carefully,is attentive
driver,drives carefully,adjusts to road conditions
speeding,is a specific behavior,exceeding speed limit
driver,can be both careful and speed,reckless driving
drivers,speed,risk of accidents
drivers,drive carefully,follow speed limit
drivers,drive carefully,minimize risk of accidents
drivers,drive carefully,may still face fine
driver,speeds,likely face penalty
driver,drives carefully,likely avoid accident
driver,drives carefully,may still speed
driver,doesn't speed up,may still drive carelessly
driver,drives carefully,doesn't necessarily mean he won't speed up
driver,doesn't speed up,doesn't necessarily mean he will drive carefully
laws,have exceptions,emergency situations
laws,have exceptions,designated areas
driver,drives with caution,prevents accidents
driver,accelerates and exceeds speed limit,results in fine
driver,drives carefully,avoids accidents
driver,speeds,increases risk of accidents
driver,prioritizes road safety,follows traffic rules
driver,prioritizes road safety,is attentive
driver,prioritizes road safety,adjusts to road conditions
driver,drives carefully,may still face fine
driver,speeds,may still avoid accident
driver,drives carefully,doesn't guarantee he won't speed up
driver,doesn't speed up,doesn't guarantee he will drive carefully
driver,drives with caution,doesn't guarantee he won't speed up
driver,doesn't speed up,doesn't guarantee he will drive with caution
Jane,sends,letter
